track_name,artist_name,popularity,danceability,energy,key,loudness,acousticness,liveness,duration_ms,streaming_count,duration_minutes
Don’t Smile,Sabrina Carpenter,79,-0.15780818242712844,-1.0826740954553917,1,-0.9505243545837833,0.7744967255055812,-0.11306854233283044,206296,840000,3.438266666666667
KEEP UP,Odetari,84,-1.1704560296998257,1.0626948245485188,10,0.7389601400214708,-0.9253146603872044,-0.09774838733719461,133227,810000,2.22045
CARNIVAL,¥$,81,-0.3843215166854951,0.9599909932717363,1,0.22158051578560758,-0.24744187464815942,1.2197849422874858,264324,780000,4.4054
What He'll Never Have,Dylan Scott,78,-1.08384799013045,0.6404679626328558,6,0.5616109389303116,-0.9442540630155363,0.7678403699162292,153907,850000,2.5651166666666665
Or What,NLE Choppa,77,0.5283939772379227,-0.3238068976880512,1,-0.2632628640395465,-0.53547862295404,-0.6209316804381578,199165,890000,3.3194166666666667
Worst Way,Riley Green,76,-1.9032932875945405,-0.8601491276890287,11,-0.35287088143297446,-0.6384616247455946,-0.3658510997608214,220558,850000,3.6759666666666666
Mantra,JENNIE,89,1.6143255503000915,0.469294910504884,10,0.42479869808856013,-0.9760564765956101,-0.7526850134006259,136627,800000,2.2771166666666667
BLUE,Billie Eilish,82,-2.016549954723724,-1.744543230350215,7,-1.0918703344007974,0.1510747223229903,-0.312230557276096,343120,820000,5.718666666666667
Touch,KATSEYE,85,0.5816912323575384,1.4906274548684482,5,1.0459209376995526,1.1730133224767312,-0.6508059826796477,129883,760000,2.1647166666666666
misses,Dominic Fike,80,-0.4909160269247264,-0.7631510648165114,2,0.09276899078255516,-0.48023869862140534,1.2580853297765748,74379,820000,1.23965
L’AMOUR DE MA VIE,Billie Eilish,82,-1.2304154417093929,-1.4307259681156006,9,-0.7409055996098718,-0.20403907695823217,-0.5650131147040871,333987,760000,5.56645
Holy Smokes,Bailey Zimmerman,76,-1.2637262261591526,-0.4208049605605685,7,-0.3550044056566275,1.0151849672406321,-0.45777202973463643,195158,770000,3.2526333333333333
ESCAPATE,Tito Double P,87,1.1080016266637425,-1.1169087058809861,5,-0.9787935505471861,1.0349135116451444,0.05545316261916348,145184,870000,2.4197333333333333
LIL DEMON,Future,77,1.4077986867115806,0.63476219422859,11,0.1935780103501615,-0.988248717037599,-0.6776162539220103,139197,780000,2.31995
Dumb & Poetic,Sabrina Carpenter,78,-1.2037668141495854,-1.4478432733283977,7,0.30825493737151255,2.0529064029179827,0.515057812488238,133479,760000,2.22465
25,Rod Wave,76,-1.4969017173074712,-0.8145029804549029,0,-0.4512796862489711,0.1352918867993804,-0.404151487249911,180000,760000,3.0
Después De La 1,Cris Mj,86,1.0213935870943678,-0.3523357397093798,6,0.3962628115972006,-0.873625874047382,-0.6622960989263745,177600,860000,2.96
ss,Ken Carson,77,-1.0039021074510266,0.10983150103614392,11,-0.15578658127302433,-0.8495570498738769,-0.21264954980446335,184375,770000,3.0729166666666665
Spin You Around (1/24),Morgan Wallen,76,-0.1977811237668402,-1.1340260110937832,4,0.13783969000722585,2.1436577071787397,-0.21264954980446335,209427,780000,3.49045
Am I Okay?,Megan Moroney,75,-0.39098367357544705,0.5206468261432755,9,0.3095883900112957,-0.9142666755206775,-0.31989063477391394,235003,810000,3.916716666666667
TÚ NAME,Fuerza Regida,81,0.7215965270465295,0.5948218153987299,0,0.39839633582085365,-0.72684550367781,0.9899826173529483,152079,750000,2.53465
